,monthly_returns
2025-07-31 00:00:00-04:00,0.04622700655720968
2025-08-31 00:00:00-04:00,-0.056139104160860875
2025-09-30 00:00:00-04:00,-0.041909307862101675
2025-10-31 00:00:00-04:00,-0.1935649415624896
2025-11-30 00:00:00-05:00,0.018899533239678634
2025-12-31 00:00:00-05:00,-0.04541425094045659
2026-01-31 00:00:00-05:00,-0.026951175804093785
