,bar_returns
2024-02-20 15:45:00-05:00,0.0
2024-02-20 15:50:00-05:00,0.0
2024-02-20 15:55:00-05:00,0.0
2024-02-20 16:00:00-05:00,0.0
2024-02-21 09:30:00-05:00,0.0
2024-02-21 09:35:00-05:00,0.0
2024-02-21 09:40:00-05:00,0.0
2024-02-21 09:45:00-05:00,0.0
2024-02-21 09:50:00-05:00,0.0
2024-02-21 09:55:00-05:00,0.0
2024-02-21 10:00:00-05:00,0.0
2024-02-21 10:05:00-05:00,0.0
2024-02-21 10:10:00-05:00,0.0
2024-02-21 10:15:00-05:00,0.0
2024-02-21 10:20:00-05:00,0.0
2024-02-21 10:25:00-05:00,0.0
2024-02-21 10:30:00-05:00,0.0
2024-02-21 10:35:00-05:00,0.0
2024-02-21 10:40:00-05:00,0.0
2024-02-21 10:45:00-05:00,0.0
2024-02-21 10:50:00-05:00,0.0
2024-02-21 10:55:00-05:00,0.0
2024-02-21 11:00:00-05:00,0.0
2024-02-21 11:05:00-05:00,0.0
2024-02-21 11:10:00-05:00,0.0
2024-02-21 11:15:00-05:00,0.0
2024-02-21 11:20:00-05:00,0.0
2024-02-21 11:25:00-05:00,0.0
2024-02-21 11:30:00-05:00,0.0
2024-02-21 11:35:00-05:00,0.0
2024-02-21 11:40:00-05:00,0.0
2024-02-21 11:45:00-05:00,0.0
2024-02-21 11:50:00-05:00,0.0
2024-02-21 11:55:00-05:00,0.0
2024-02-21 12:00:00-05:00,0.0
2024-02-21 12:05:00-05:00,0.0
2024-02-21 12:10:00-05:00,0.0
2024-02-21 12:15:00-05:00,0.0
2024-02-21 12:20:00-05:00,0.0
2024-02-21 12:25:00-05:00,0.0
2024-02-21 12:30:00-05:00,0.0
2024-02-21 12:35:00-05:00,0.0
2024-02-21 12:40:00-05:00,0.0
2024-02-21 12:45:00-05:00,0.0
2024-02-21 12:50:00-05:00,0.0
2024-02-21 12:55:00-05:00,0.0
2024-02-21 13:00:00-05:00,0.0
2024-02-21 13:05:00-05:00,0.0
2024-02-21 13:10:00-05:00,0.0
2024-02-21 13:15:00-05:00,0.0
2024-02-21 13:20:00-05:00,0.0
2024-02-21 13:25:00-05:00,0.0
2024-02-21 13:30:00-05:00,0.0
2024-02-21 13:35:00-05:00,0.0
2024-02-21 13:40:00-05:00,0.0
2024-02-21 13:45:00-05:00,0.0
2024-02-21 13:50:00-05:00,0.0
2024-02-21 13:55:00-05:00,0.0
2024-02-21 14:00:00-05:00,0.0
2024-02-21 14:05:00-05:00,0.0
2024-02-21 14:10:00-05:00,0.0
2024-02-21 14:15:00-05:00,0.0
2024-02-21 14:20:00-05:00,0.0
2024-02-21 14:25:00-05:00,0.0
2024-02-21 14:30:00-05:00,0.0
2024-02-21 14:35:00-05:00,0.0
2024-02-21 14:40:00-05:00,0.0
2024-02-21 14:45:00-05:00,0.0
2024-02-21 14:50:00-05:00,0.0
2024-02-21 14:55:00-05:00,0.0
2024-02-21 15:00:00-05:00,0.0
2024-02-21 15:05:00-05:00,0.0
2024-02-21 15:10:00-05:00,0.0
2024-02-21 15:15:00-05:00,0.0
2024-02-21 15:20:00-05:00,0.0
2024-02-21 15:25:00-05:00,0.0
2024-02-21 15:30:00-05:00,0.0
2024-02-21 15:35:00-05:00,0.0
2024-02-21 15:40:00-05:00,0.0
2024-02-21 15:45:00-05:00,0.0
2024-02-21 15:50:00-05:00,0.0
2024-02-21 15:55:00-05:00,0.0
2024-02-21 16:00:00-05:00,0.0
2024-02-22 09:30:00-05:00,0.0
2024-02-22 09:35:00-05:00,0.0
2024-02-22 09:40:00-05:00,0.0
2024-02-22 09:45:00-05:00,0.0
2024-02-22 09:50:00-05:00,0.0
2024-02-22 09:55:00-05:00,0.0
2024-02-22 10:00:00-05:00,0.0
2024-02-22 10:05:00-05:00,0.0
2024-02-22 10:10:00-05:00,0.0
2024-02-22 10:15:00-05:00,0.0
2024-02-22 10:20:00-05:00,0.0
2024-02-22 10:25:00-05:00,0.0
2024-02-22 10:30:00-05:00,0.0
2024-02-22 10:35:00-05:00,0.0
2024-02-22 10:40:00-05:00,0.0
2024-02-22 10:45:00-05:00,0.0
2024-02-22 10:50:00-05:00,0.0
2024-02-22 10:55:00-05:00,0.0
2024-02-22 11:00:00-05:00,0.0
2024-02-22 11:05:00-05:00,0.0
2024-02-22 11:10:00-05:00,0.0
2024-02-22 11:15:00-05:00,0.0
2024-02-22 11:20:00-05:00,0.0
2024-02-22 11:25:00-05:00,0.0
2024-02-22 11:30:00-05:00,0.0
2024-02-22 11:35:00-05:00,0.0
2024-02-22 11:40:00-05:00,0.0
2024-02-22 11:45:00-05:00,0.0
2024-02-22 11:50:00-05:00,0.0
2024-02-22 11:55:00-05:00,0.0
2024-02-22 12:00:00-05:00,0.0
2024-02-22 12:05:00-05:00,0.0
2024-02-22 12:10:00-05:00,0.0
2024-02-22 12:15:00-05:00,0.0
2024-02-22 12:20:00-05:00,0.0
2024-02-22 12:25:00-05:00,0.0
2024-02-22 12:30:00-05:00,0.0
2024-02-22 12:35:00-05:00,0.0
2024-02-22 12:40:00-05:00,0.0
2024-02-22 12:45:00-05:00,0.0
2024-02-22 12:50:00-05:00,0.0
2024-02-22 12:55:00-05:00,0.0
2024-02-22 13:00:00-05:00,0.0
2024-02-22 13:05:00-05:00,0.0
2024-02-22 13:10:00-05:00,0.0
2024-02-22 13:15:00-05:00,0.0
2024-02-22 13:20:00-05:00,0.0
2024-02-22 13:25:00-05:00,0.0
2024-02-22 13:30:00-05:00,0.0
2024-02-22 13:35:00-05:00,0.0
2024-02-22 13:40:00-05:00,0.0
2024-02-22 13:45:00-05:00,0.0
2024-02-22 13:50:00-05:00,0.0
2024-02-22 13:55:00-05:00,0.0
2024-02-22 14:00:00-05:00,0.0
2024-02-22 14:05:00-05:00,0.0
2024-02-22 14:10:00-05:00,0.0
2024-02-22 14:15:00-05:00,0.0
2024-02-22 14:20:00-05:00,0.0
2024-02-22 14:25:00-05:00,0.0
2024-02-22 14:30:00-05:00,0.0
2024-02-22 14:35:00-05:00,0.0
2024-02-22 14:40:00-05:00,0.0
2024-02-22 14:45:00-05:00,0.0
2024-02-22 14:50:00-05:00,0.0
2024-02-22 14:55:00-05:00,0.0
2024-02-22 15:00:00-05:00,0.0
2024-02-22 15:05:00-05:00,0.0
2024-02-22 15:10:00-05:00,0.0
2024-02-22 15:15:00-05:00,0.0
2024-02-22 15:20:00-05:00,0.0
2024-02-22 15:25:00-05:00,0.0
2024-02-22 15:30:00-05:00,0.0
2024-02-22 15:35:00-05:00,0.0
2024-02-22 15:40:00-05:00,0.0
2024-02-22 15:45:00-05:00,0.0
2024-02-22 15:50:00-05:00,0.0
2024-02-22 15:55:00-05:00,0.0
2024-02-22 16:00:00-05:00,0.0
2024-02-23 09:30:00-05:00,0.0
2024-02-23 09:35:00-05:00,0.0
2024-02-23 09:40:00-05:00,0.0
2024-02-23 09:45:00-05:00,0.0
2024-02-23 09:50:00-05:00,0.0
2024-02-23 09:55:00-05:00,0.0
2024-02-23 10:00:00-05:00,0.0
2024-02-23 10:05:00-05:00,-0.00780336934647341
2024-02-23 10:10:00-05:00,0.0010445979627944357
2024-02-23 10:15:00-05:00,-0.0006039539117939086
2024-02-23 10:20:00-05:00,-0.007544299040426972
2024-02-23 10:25:00-05:00,-0.004687257690492053
2024-02-23 10:30:00-05:00,0.005778688607434246
2024-02-23 10:35:00-05:00,0.001386758291782586
2024-02-23 10:40:00-05:00,-0.0035940001853250747
2024-02-23 10:45:00-05:00,0.004177279578307713
2024-02-23 10:50:00-05:00,0.006011717051090493
2024-02-23 10:55:00-05:00,-0.0027837456335765287
2024-02-23 11:00:00-05:00,-0.0018261604059552905
2024-02-23 11:05:00-05:00,-0.005848231591928155
2024-02-23 11:10:00-05:00,0.00262604305519476
2024-02-23 11:15:00-05:00,-0.00020189419992500124
2024-02-23 11:20:00-05:00,-0.0004705048263313749
2024-02-23 11:25:00-05:00,0.0017658953917709663
2024-02-23 11:30:00-05:00,-0.0017730314193009633
2024-02-23 11:35:00-05:00,-0.004506462892359009
2024-02-23 11:40:00-05:00,-0.0019616666765102098
2024-02-23 11:45:00-05:00,0.0009836796977260587
2024-02-23 11:50:00-05:00,0.002944562441812959
2024-02-23 11:55:00-05:00,0.0021301666627049354
2024-02-23 12:00:00-05:00,-0.001789616546008732
2024-02-23 12:05:00-05:00,-0.003357017697184106
2024-02-23 12:10:00-05:00,0.0
2024-02-23 12:15:00-05:00,0.0
2024-02-23 12:20:00-05:00,0.0
2024-02-23 12:25:00-05:00,0.0
2024-02-23 12:30:00-05:00,0.0
2024-02-23 12:35:00-05:00,0.0
2024-02-23 12:40:00-05:00,0.0
2024-02-23 12:45:00-05:00,0.0
2024-02-23 12:50:00-05:00,0.0
2024-02-23 12:55:00-05:00,0.0
2024-02-23 13:00:00-05:00,0.0
2024-02-23 13:05:00-05:00,0.0
2024-02-23 13:10:00-05:00,0.0
2024-02-23 13:15:00-05:00,0.0
2024-02-23 13:20:00-05:00,0.0
2024-02-23 13:25:00-05:00,0.0
2024-02-23 13:30:00-05:00,0.0
2024-02-23 13:35:00-05:00,0.0
2024-02-23 13:40:00-05:00,0.0
2024-02-23 13:45:00-05:00,0.0
2024-02-23 13:50:00-05:00,0.0
2024-02-23 13:55:00-05:00,0.0
2024-02-23 14:00:00-05:00,0.0
2024-02-23 14:05:00-05:00,0.0
2024-02-23 14:10:00-05:00,0.0
2024-02-23 14:15:00-05:00,0.0
2024-02-23 14:20:00-05:00,0.0
2024-02-23 14:25:00-05:00,0.0
2024-02-23 14:30:00-05:00,0.0
2024-02-23 14:35:00-05:00,0.0
2024-02-23 14:40:00-05:00,0.0
2024-02-23 14:45:00-05:00,0.0
2024-02-23 14:50:00-05:00,0.0
2024-02-23 14:55:00-05:00,0.0
2024-02-23 15:00:00-05:00,0.0
2024-02-23 15:05:00-05:00,0.0
2024-02-23 15:10:00-05:00,0.0
2024-02-23 15:15:00-05:00,0.0
2024-02-23 15:20:00-05:00,0.0
2024-02-23 15:25:00-05:00,0.0
2024-02-23 15:30:00-05:00,0.0
2024-02-23 15:35:00-05:00,0.0
2024-02-23 15:40:00-05:00,0.0
2024-02-23 15:45:00-05:00,0.0
2024-02-23 15:50:00-05:00,0.0
2024-02-23 15:55:00-05:00,0.0
2024-02-23 16:00:00-05:00,0.0
2024-02-26 09:30:00-05:00,0.0
2024-02-26 09:35:00-05:00,0.0
2024-02-26 09:40:00-05:00,0.0
2024-02-26 09:45:00-05:00,0.0
2024-02-26 09:50:00-05:00,0.0
2024-02-26 09:55:00-05:00,0.0
2024-02-26 10:00:00-05:00,0.0
2024-02-26 10:05:00-05:00,-0.013225757483102285
2024-02-26 10:10:00-05:00,0.0006022857565977091
2024-02-26 10:15:00-05:00,0.002520659445196749
2024-02-26 10:20:00-05:00,0.007715480589230106
2024-02-26 10:25:00-05:00,-0.004149893185733555
2024-02-26 10:30:00-05:00,0.0004694554762998404
2024-02-26 10:35:00-05:00,-0.005530751096436637
2024-02-26 10:40:00-05:00,-0.005237627791716992
2024-02-26 10:45:00-05:00,-0.002989193880991614
2024-02-26 10:50:00-05:00,-0.004890897845549302
2024-02-26 10:55:00-05:00,0.0026127962157163065
2024-02-26 11:00:00-05:00,-0.00017163034933931343
2024-02-26 11:05:00-05:00,0.004466974462213447
2024-02-26 11:10:00-05:00,-0.006503484843431884
2024-02-26 11:15:00-05:00,-0.006533272070494811
2024-02-26 11:20:00-05:00,-0.0012863585387025145
2024-02-26 11:25:00-05:00,-0.0047401276774803325
2024-02-26 11:30:00-05:00,0.001022476996895616
2024-02-26 11:35:00-05:00,-0.004904386588637677
2024-02-26 11:40:00-05:00,-0.00197680512087417
2024-02-26 11:45:00-05:00,-0.003329757815415668
2024-02-26 11:50:00-05:00,0.003233392335479257
2024-02-26 11:55:00-05:00,-0.0021242143794801827
2024-02-26 12:00:00-05:00,-0.0012174780744478308
2024-02-26 12:05:00-05:00,-0.0030804626550323677
2024-02-26 12:10:00-05:00,0.0
2024-02-26 12:15:00-05:00,0.0
2024-02-26 12:20:00-05:00,0.0
2024-02-26 12:25:00-05:00,0.0
2024-02-26 12:30:00-05:00,0.0
2024-02-26 12:35:00-05:00,0.0
2024-02-26 12:40:00-05:00,0.0
2024-02-26 12:45:00-05:00,0.0
2024-02-26 12:50:00-05:00,0.0
2024-02-26 12:55:00-05:00,0.0
2024-02-26 13:00:00-05:00,0.0
2024-02-26 13:05:00-05:00,0.0
2024-02-26 13:10:00-05:00,0.0
2024-02-26 13:15:00-05:00,0.0
2024-02-26 13:20:00-05:00,0.0
2024-02-26 13:25:00-05:00,0.0
2024-02-26 13:30:00-05:00,0.0
2024-02-26 13:35:00-05:00,0.0
2024-02-26 13:40:00-05:00,0.0
2024-02-26 13:45:00-05:00,0.0
2024-02-26 13:50:00-05:00,0.0
2024-02-26 13:55:00-05:00,0.0
2024-02-26 14:00:00-05:00,0.0
2024-02-26 14:05:00-05:00,0.0
2024-02-26 14:10:00-05:00,0.0
2024-02-26 14:15:00-05:00,0.0
2024-02-26 14:20:00-05:00,0.0
2024-02-26 14:25:00-05:00,0.0
2024-02-26 14:30:00-05:00,0.0
2024-02-26 14:35:00-05:00,0.0
2024-02-26 14:40:00-05:00,0.0
2024-02-26 14:45:00-05:00,0.0
2024-02-26 14:50:00-05:00,0.0
2024-02-26 14:55:00-05:00,0.0
2024-02-26 15:00:00-05:00,0.0
2024-02-26 15:05:00-05:00,0.0
2024-02-26 15:10:00-05:00,0.0
2024-02-26 15:15:00-05:00,0.0
2024-02-26 15:20:00-05:00,0.0
2024-02-26 15:25:00-05:00,0.0
2024-02-26 15:30:00-05:00,0.0
2024-02-26 15:35:00-05:00,0.0
2024-02-26 15:40:00-05:00,0.0
2024-02-26 15:45:00-05:00,0.0
2024-02-26 15:50:00-05:00,0.0
2024-02-26 15:55:00-05:00,0.0
2024-02-26 16:00:00-05:00,0.0
2024-02-27 09:30:00-05:00,0.0
2024-02-27 09:35:00-05:00,0.0
2024-02-27 09:40:00-05:00,0.0
2024-02-27 09:45:00-05:00,0.0
2024-02-27 09:50:00-05:00,0.0
2024-02-27 09:55:00-05:00,0.0
2024-02-27 10:00:00-05:00,0.0
2024-02-27 10:05:00-05:00,0.0013090586254087544
2024-02-27 10:10:00-05:00,-0.009759339492941055
2024-02-27 10:15:00-05:00,0.00038665225745782017
2024-02-27 10:20:00-05:00,-0.0016814747815343534
2024-02-27 10:25:00-05:00,0.005746150944841988
2024-02-27 10:30:00-05:00,0.0019518604955397478
2024-02-27 10:35:00-05:00,-0.0027410274307603233
2024-02-27 10:40:00-05:00,-0.000961544986752938
2024-02-27 10:45:00-05:00,-0.0015416342278739004
2024-02-27 10:50:00-05:00,0.010256547679032613
2024-02-27 10:55:00-05:00,-0.0026191643879117654
2024-02-27 11:00:00-05:00,-0.007059719279291388
2024-02-27 11:05:00-05:00,0.010320782788690863
2024-02-27 11:10:00-05:00,-0.007514892055902167
2024-02-27 11:15:00-05:00,-0.0038756135965417604
2024-02-27 11:20:00-05:00,-8.261933828901391e-05
2024-02-27 11:25:00-05:00,0.0018098550857474915
2024-02-27 11:30:00-05:00,0.003221905745015574
2024-02-27 11:35:00-05:00,-0.0005369647754628337
2024-02-27 11:40:00-05:00,0.0004396783696400952
2024-02-27 11:45:00-05:00,-0.001290908978314298
2024-02-27 11:50:00-05:00,-0.0015376673480663738
2024-02-27 11:55:00-05:00,-0.002836705897678482
2024-02-27 12:00:00-05:00,-0.005743270965867908
2024-02-27 12:05:00-05:00,-0.0037779376605785453
2024-02-27 12:10:00-05:00,0.0
2024-02-27 12:15:00-05:00,0.0
2024-02-27 12:20:00-05:00,0.0
2024-02-27 12:25:00-05:00,0.0
2024-02-27 12:30:00-05:00,0.0
2024-02-27 12:35:00-05:00,0.0
2024-02-27 12:40:00-05:00,0.0
2024-02-27 12:45:00-05:00,0.0
2024-02-27 12:50:00-05:00,0.0
2024-02-27 12:55:00-05:00,0.0
2024-02-27 13:00:00-05:00,0.0
2024-02-27 13:05:00-05:00,0.0
2024-02-27 13:10:00-05:00,0.0
2024-02-27 13:15:00-05:00,0.0
2024-02-27 13:20:00-05:00,0.0
2024-02-27 13:25:00-05:00,0.0
2024-02-27 13:30:00-05:00,0.0
2024-02-27 13:35:00-05:00,0.0
2024-02-27 13:40:00-05:00,0.0
2024-02-27 13:45:00-05:00,0.0
2024-02-27 13:50:00-05:00,0.0
2024-02-27 13:55:00-05:00,0.0
2024-02-27 14:00:00-05:00,0.0
2024-02-27 14:05:00-05:00,0.0
2024-02-27 14:10:00-05:00,0.0
2024-02-27 14:15:00-05:00,0.0
2024-02-27 14:20:00-05:00,0.0
2024-02-27 14:25:00-05:00,0.0
2024-02-27 14:30:00-05:00,0.0
2024-02-27 14:35:00-05:00,0.0
2024-02-27 14:40:00-05:00,0.0
2024-02-27 14:45:00-05:00,0.0
2024-02-27 14:50:00-05:00,0.0
2024-02-27 14:55:00-05:00,0.0
2024-02-27 15:00:00-05:00,0.0
2024-02-27 15:05:00-05:00,0.0
2024-02-27 15:10:00-05:00,0.0
2024-02-27 15:15:00-05:00,0.0
2024-02-27 15:20:00-05:00,0.0
2024-02-27 15:25:00-05:00,0.0
2024-02-27 15:30:00-05:00,0.0
2024-02-27 15:35:00-05:00,0.0
2024-02-27 15:40:00-05:00,0.0
2024-02-27 15:45:00-05:00,0.0
2024-02-27 15:50:00-05:00,0.0
2024-02-27 15:55:00-05:00,0.0
2024-02-27 16:00:00-05:00,0.0
2024-02-28 09:30:00-05:00,0.0
2024-02-28 09:35:00-05:00,0.0
2024-02-28 09:40:00-05:00,0.0
2024-02-28 09:45:00-05:00,0.0
2024-02-28 09:50:00-05:00,0.0
2024-02-28 09:55:00-05:00,0.0
2024-02-28 10:00:00-05:00,0.0
2024-02-28 10:05:00-05:00,-0.003469729008113265
2024-02-28 10:10:00-05:00,-0.004749352334920909
2024-02-28 10:15:00-05:00,0.006349518100343898
2024-02-28 10:20:00-05:00,-0.002896173650196676
2024-02-28 10:25:00-05:00,-0.003600897711629192
2024-02-28 10:30:00-05:00,0.0011183448111267147
2024-02-28 10:35:00-05:00,0.004487448267574745
2024-02-28 10:40:00-05:00,0.0017487710774679588
2024-02-28 10:45:00-05:00,-0.00506536988917905
2024-02-28 10:50:00-05:00,0.0030298687324255003
2024-02-28 10:55:00-05:00,0.002399065203183781
2024-02-28 11:00:00-05:00,0.005178411545707862
2024-02-28 11:05:00-05:00,0.0034990516391812942
2024-02-28 11:10:00-05:00,-0.000573470668450482
2024-02-28 11:15:00-05:00,0.00511959509604254
2024-02-28 11:20:00-05:00,-0.0018206217932189572
2024-02-28 11:25:00-05:00,-0.0015232689922589637
2024-02-28 11:30:00-05:00,-0.0013632609889867586
2024-02-28 11:35:00-05:00,0.0009820401889835129
2024-02-28 11:40:00-05:00,-0.0017766955382767513
2024-02-28 11:45:00-05:00,-0.0007243577266481394
2024-02-28 11:50:00-05:00,-0.00263380411237335
2024-02-28 11:55:00-05:00,-0.0036986893511080643
2024-02-28 12:00:00-05:00,-0.0028953198102817934
2024-02-28 12:05:00-05:00,0.0027280683926642624
2024-02-28 12:10:00-05:00,0.0
2024-02-28 12:15:00-05:00,0.0
2024-02-28 12:20:00-05:00,0.0
2024-02-28 12:25:00-05:00,0.0
2024-02-28 12:30:00-05:00,0.0
2024-02-28 12:35:00-05:00,0.0
2024-02-28 12:40:00-05:00,0.0
2024-02-28 12:45:00-05:00,0.0
2024-02-28 12:50:00-05:00,0.0
2024-02-28 12:55:00-05:00,0.0
2024-02-28 13:00:00-05:00,0.0
2024-02-28 13:05:00-05:00,0.0
2024-02-28 13:10:00-05:00,0.0
2024-02-28 13:15:00-05:00,0.0
2024-02-28 13:20:00-05:00,0.0
2024-02-28 13:25:00-05:00,0.0
2024-02-28 13:30:00-05:00,0.0
2024-02-28 13:35:00-05:00,0.0
2024-02-28 13:40:00-05:00,0.0
2024-02-28 13:45:00-05:00,0.0
2024-02-28 13:50:00-05:00,0.0
2024-02-28 13:55:00-05:00,0.0
2024-02-28 14:00:00-05:00,0.0
2024-02-28 14:05:00-05:00,0.0
2024-02-28 14:10:00-05:00,0.0
2024-02-28 14:15:00-05:00,0.0
2024-02-28 14:20:00-05:00,0.0
2024-02-28 14:25:00-05:00,0.0
2024-02-28 14:30:00-05:00,0.0
2024-02-28 14:35:00-05:00,0.0
2024-02-28 14:40:00-05:00,0.0
2024-02-28 14:45:00-05:00,0.0
2024-02-28 14:50:00-05:00,0.0
2024-02-28 14:55:00-05:00,0.0
2024-02-28 15:00:00-05:00,0.0
2024-02-28 15:05:00-05:00,0.0
2024-02-28 15:10:00-05:00,0.0
2024-02-28 15:15:00-05:00,0.0
2024-02-28 15:20:00-05:00,0.0
2024-02-28 15:25:00-05:00,0.0
2024-02-28 15:30:00-05:00,0.0
2024-02-28 15:35:00-05:00,0.0
2024-02-28 15:40:00-05:00,0.0
2024-02-28 15:45:00-05:00,0.0
2024-02-28 15:50:00-05:00,0.0
2024-02-28 15:55:00-05:00,0.0
2024-02-28 16:00:00-05:00,0.0
2024-02-29 09:30:00-05:00,0.0
2024-02-29 09:35:00-05:00,0.0
2024-02-29 09:40:00-05:00,0.0
2024-02-29 09:45:00-05:00,0.0
2024-02-29 09:50:00-05:00,0.0
2024-02-29 09:55:00-05:00,0.0
2024-02-29 10:00:00-05:00,0.0
2024-02-29 10:05:00-05:00,0.0014145416868101002
2024-02-29 10:10:00-05:00,-0.0045439233306739935
2024-02-29 10:15:00-05:00,-0.0032168071797070708
2024-02-29 10:20:00-05:00,0.006414589517820479
2024-02-29 10:25:00-05:00,-0.0030571515220287893
2024-02-29 10:30:00-05:00,-0.0013296461417222627
2024-02-29 10:35:00-05:00,0.005783635732427461
2024-02-29 10:40:00-05:00,0.0013472722121647962
2024-02-29 10:45:00-05:00,-0.0002698500849480645
2024-02-29 10:50:00-05:00,-0.0038380776659791005
2024-02-29 10:55:00-05:00,0.0010607092769185922
2024-02-29 11:00:00-05:00,0.00448349537581727
2024-02-29 11:05:00-05:00,-0.0015083121447637682
2024-02-29 11:10:00-05:00,0.0031000960053026994
2024-02-29 11:15:00-05:00,-9.252113602187251e-05
2024-02-29 11:20:00-05:00,-0.0015271100571853102
2024-02-29 11:25:00-05:00,0.0009895555308225834
2024-02-29 11:30:00-05:00,0.002140397289904339
2024-02-29 11:35:00-05:00,-0.004071039180783886
2024-02-29 11:40:00-05:00,-0.0037053655686216658
2024-02-29 11:45:00-05:00,0.0010871350914560818
2024-02-29 11:50:00-05:00,-0.0008001770089884896
2024-02-29 11:55:00-05:00,-0.0016016356099683993
2024-02-29 12:00:00-05:00,0.0069805833050355925
2024-02-29 12:05:00-05:00,-0.004118464301215208
2024-02-29 12:10:00-05:00,0.0
2024-02-29 12:15:00-05:00,0.0
2024-02-29 12:20:00-05:00,0.0
2024-02-29 12:25:00-05:00,0.0
2024-02-29 12:30:00-05:00,0.0
2024-02-29 12:35:00-05:00,0.0
2024-02-29 12:40:00-05:00,0.0
2024-02-29 12:45:00-05:00,0.0
2024-02-29 12:50:00-05:00,0.0
2024-02-29 12:55:00-05:00,0.0
2024-02-29 13:00:00-05:00,0.0
2024-02-29 13:05:00-05:00,0.0
2024-02-29 13:10:00-05:00,0.0
2024-02-29 13:15:00-05:00,0.0
2024-02-29 13:20:00-05:00,0.0
2024-02-29 13:25:00-05:00,0.0
2024-02-29 13:30:00-05:00,0.0
2024-02-29 13:35:00-05:00,0.0
2024-02-29 13:40:00-05:00,0.0
2024-02-29 13:45:00-05:00,0.0
2024-02-29 13:50:00-05:00,0.0
2024-02-29 13:55:00-05:00,0.0
2024-02-29 14:00:00-05:00,0.0
2024-02-29 14:05:00-05:00,0.0
2024-02-29 14:10:00-05:00,0.0
2024-02-29 14:15:00-05:00,0.0
2024-02-29 14:20:00-05:00,0.0
2024-02-29 14:25:00-05:00,0.0
2024-02-29 14:30:00-05:00,0.0
2024-02-29 14:35:00-05:00,0.0
2024-02-29 14:40:00-05:00,0.0
2024-02-29 14:45:00-05:00,0.0
2024-02-29 14:50:00-05:00,0.0
2024-02-29 14:55:00-05:00,0.0
2024-02-29 15:00:00-05:00,0.0
2024-02-29 15:05:00-05:00,0.0
2024-02-29 15:10:00-05:00,0.0
2024-02-29 15:15:00-05:00,0.0
2024-02-29 15:20:00-05:00,0.0
2024-02-29 15:25:00-05:00,0.0
2024-02-29 15:30:00-05:00,0.0
2024-02-29 15:35:00-05:00,0.0
2024-02-29 15:40:00-05:00,0.0
2024-02-29 15:45:00-05:00,0.0
