,monthly_return
2025-06-30 00:00:00-04:00,0.0
2025-07-31 00:00:00-04:00,0.0
2025-08-31 00:00:00-04:00,0.0
2025-09-30 00:00:00-04:00,0.0
2025-10-31 00:00:00-04:00,0.0
2025-11-30 00:00:00-05:00,0.06256466580187059
2025-12-31 00:00:00-05:00,-0.011968024037051661
2026-01-31 00:00:00-05:00,0.059468281100317766
